trajectory_id,seed,condition,task_id,dialog_trajectory,mechanism_trace,db_match,exact_mutation,agent_cost_usd,user_simulator_cost_usd,episode_wall_seconds,dialog_sha256,mechanism_sha256
seed_976301_C0_NATIVE_task_014,976301,C0_NATIVE,14,dialog_trajectories/seed_976301/C0_NATIVE/task_014.json,mechanism_traces/seed_976301/C0_NATIVE/task_014.json,0,0,0.0048324100000000005,0.01458,33.704595250004786,20c4f8db0f5fbd4f5173af60962087aeead10deff6cd2e581c951b9f2d5b3b50,0f2a32f84470378ec38645612bfa10b5d08721aa1d4907f2c828d94dc0106250
seed_976301_C0_NATIVE_task_015,976301,C0_NATIVE,15,dialog_trajectories/seed_976301/C0_NATIVE/task_015.json,mechanism_traces/seed_976301/C0_NATIVE/task_015.json,1,1,0.00668002,0.014442,35.705844917014474,d3a1eaa55cd92ef7b1ca5c59ed6830e690433ceb00112925f5a1b68f9aa0164b,10bd04e1f7c439fd46dd79a9f32836940d6431568cfc978e87d3e4a45bd2d790
seed_976301_C0_NATIVE_task_016,976301,C0_NATIVE,16,dialog_trajectories/seed_976301/C0_NATIVE/task_016.json,mechanism_traces/seed_976301/C0_NATIVE/task_016.json,1,1,0.00727155,0.009446,34.227646332990844,a52c95a86d1c19086614f70528972f75d33bce0e3784f1b1b0db18163a60d624,c11d0a0fa0acebf73e650a933391038c35946045b3b1f5e34b8eb6de317ee894
seed_976301_C0_NATIVE_task_017,976301,C0_NATIVE,17,dialog_trajectories/seed_976301/C0_NATIVE/task_017.json,mechanism_traces/seed_976301/C0_NATIVE/task_017.json,1,1,0.0028853600000000004,0.009331999999999998,20.27477249999356,437a35c085cc6fb8bb591a1e0b39ac7fb66d5c9a952878f5aa5e620746f91616,fffad7034304d03a95ff8f6644b835875f5bd895879a87ee8a0a8b13cab9ad3d
seed_976301_C0_NATIVE_task_018,976301,C0_NATIVE,18,dialog_trajectories/seed_976301/C0_NATIVE/task_018.json,mechanism_traces/seed_976301/C0_NATIVE/task_018.json,1,1,0.006218590000000001,0.015533999999999997,43.79071387500153,02257ce50ca01c476dec538b0be817177d2962ba1e4c73836843789d4b509fca,7a636f34253bf549fa9b34fd3b50301f279da1b0650f0207664a1ca4dc1c165d
seed_976301_C0_NATIVE_task_019,976301,C0_NATIVE,19,dialog_trajectories/seed_976301/C0_NATIVE/task_019.json,mechanism_traces/seed_976301/C0_NATIVE/task_019.json,1,1,0.009110360000000001,0.010678,50.50802829200984,85fb2f1bcf02432403263ba2928bcfdb3e2dee593bf990e965fd726b5c272de9,58d1dce9a04209ec6750d8edb9490e86358e8aace352dc4a783f6b1cc0bfd2cf
seed_976301_C0_NATIVE_task_020,976301,C0_NATIVE,20,dialog_trajectories/seed_976301/C0_NATIVE/task_020.json,mechanism_traces/seed_976301/C0_NATIVE/task_020.json,0,0,0.00930928,0.012745999999999999,52.21520570901339,3e013540372acae65904631b82e9069fd9744370979133313f527823d4e0e33e,3f0179401852faeaab5292c95227ff27037c91972e15611112991a40e0c98a04
seed_976301_C0_NATIVE_task_021,976301,C0_NATIVE,21,dialog_trajectories/seed_976301/C0_NATIVE/task_021.json,mechanism_traces/seed_976301/C0_NATIVE/task_021.json,1,1,0.010908020000000001,0.012686000000000001,55.2935765000002,d3dc107b60dadd77bf068062add6c569e6d3baa1d511b0b8d2b29f9064ae4a1c,6606ac0b781b09f7cbaade4dc180b97d6e52c24132f3eb81e2f70aeb858296b7
seed_976301_C0_NATIVE_task_022,976301,C0_NATIVE,22,dialog_trajectories/seed_976301/C0_NATIVE/task_022.json,mechanism_traces/seed_976301/C0_NATIVE/task_022.json,1,1,0.0062377000000000005,0.014285999999999998,31.643123540998204,cd808167098fe3936852ea5b5870985f0a2dae5c47cd03664834f184a1392471,11206eda1a6aa01835d2c670fc6b18c223fba358655f02ee292f38343539fe44
seed_976301_C0_NATIVE_task_023,976301,C0_NATIVE,23,dialog_trajectories/seed_976301/C0_NATIVE/task_023.json,mechanism_traces/seed_976301/C0_NATIVE/task_023.json,1,1,0.009849479999999999,0.012811999999999999,46.91954941599397,30dfaaf3961a8ea1134952a4ff7d3ca2829e9c9ec3b07ec3347dee6f66405029,fd4d4970a50aff1ef30f0475f031b7ea8323b51f9c8a7b6e26e2ca052632781d
seed_976301_C0_NATIVE_task_024,976301,C0_NATIVE,24,dialog_trajectories/seed_976301/C0_NATIVE/task_024.json,mechanism_traces/seed_976301/C0_NATIVE/task_024.json,1,1,0.004487130000000001,0.010181999999999998,25.45029487501597,4d71742a99c5e3d78fc471003026c4d8ea579f70375837be220bbb0590e2df05,315e022f8512726f8608e0440c734da065f81dfcfedb90f7c799a12052668d3e
seed_976301_C0_NATIVE_task_025,976301,C0_NATIVE,25,dialog_trajectories/seed_976301/C0_NATIVE/task_025.json,mechanism_traces/seed_976301/C0_NATIVE/task_025.json,0,0,0.006078890000000001,0.010922,33.98026199999731,3e5c0c342ebcf2c055fb8baac5fb14982d9f1c17c8692cd7710c141af7593f51,c4762a4d79131f1dcd8141c4718688721e3d2c40d6c9f82cc3e521507f6f4f6f
seed_976301_C0_NATIVE_task_026,976301,C0_NATIVE,26,dialog_trajectories/seed_976301/C0_NATIVE/task_026.json,mechanism_traces/seed_976301/C0_NATIVE/task_026.json,1,1,0.0048867400000000005,0.011431999999999998,29.7853674999933,f73fceabe19a78e139aed97dc9f4caa71fc264e32a5e4912b498d53467f74cb8,7ca489de964c09a7383f96940f808c45665adddc7fe8b149abc656f416a45f2f
seed_976301_C0_NATIVE_task_027,976301,C0_NATIVE,27,dialog_trajectories/seed_976301/C0_NATIVE/task_027.json,mechanism_traces/seed_976301/C0_NATIVE/task_027.json,1,1,0.00639579,0.009358,29.598256458994,1324ea6b7467c21007b1cd8bfcf54ae9337bdbf7576879f6e307933b6177187b,1f5048a7955febc271ddd55bb4f9426a122c57d85c73a977bffcfd4789152909
seed_976301_C0_NATIVE_task_028,976301,C0_NATIVE,28,dialog_trajectories/seed_976301/C0_NATIVE/task_028.json,mechanism_traces/seed_976301/C0_NATIVE/task_028.json,1,1,0.011241689999999999,0.026401999999999995,59.770974000013666,78ce7a6fa04504784a0de70c53eb0cf7867aa51d247889fc97056b3b49e0f765,53b3d3ce773833b37f55968352e336ad51803621e3f6f58507b945b439cbce57
seed_976301_C0_NATIVE_task_029,976301,C0_NATIVE,29,dialog_trajectories/seed_976301/C0_NATIVE/task_029.json,mechanism_traces/seed_976301/C0_NATIVE/task_029.json,1,1,0.009154180000000001,0.009804,52.293604875012534,257db062314b1e1bec45a2f190f09ffc06f3c7cb7258b5ed8226bc6c57d55932,16219412d003457efdbd140b83ecc285dab83eac67943701f98563b2403c5be6
seed_976301_C0_NATIVE_task_030,976301,C0_NATIVE,30,dialog_trajectories/seed_976301/C0_NATIVE/task_030.json,mechanism_traces/seed_976301/C0_NATIVE/task_030.json,1,1,0.00956262,0.026434,50.93499145901296,2c35c805b35a5a53fe5a5556b36fb205025f54c67ba57afa4708fd28e643ad86,84c75c36ae84fb0e908c3327b9404434144fc02fb683d01f69349143cb81d19a
seed_976301_C0_NATIVE_task_031,976301,C0_NATIVE,31,dialog_trajectories/seed_976301/C0_NATIVE/task_031.json,mechanism_traces/seed_976301/C0_NATIVE/task_031.json,0,0,0.00476955,0.009654,28.099747625004966,b9bc1e4f177e0902a1b0f8201cdb700db5bfcdd491c0bed768aee21c8b6d30ee,2c465a0fb30ccf1c9076ba63e864eca9bced88564773739957b4ea0f27a4d787
seed_976301_C0_NATIVE_task_032,976301,C0_NATIVE,32,dialog_trajectories/seed_976301/C0_NATIVE/task_032.json,mechanism_traces/seed_976301/C0_NATIVE/task_032.json,1,1,0.007990500000000001,0.019784,42.234460334002506,5d06d0534010e87b8f39a02879414c02158cfed479a1f52c60bce2453cd66226,0c997901ee982ea3afca1fb60198b333da11f54d96244b43985fffcb104b6ba0
seed_976301_C0_NATIVE_task_033,976301,C0_NATIVE,33,dialog_trajectories/seed_976301/C0_NATIVE/task_033.json,mechanism_traces/seed_976301/C0_NATIVE/task_033.json,1,1,0.00534695,0.017259999999999998,35.24793250000221,295dcc64214f5a373ba8c40328e2ac0faabff1836ebd2d38e37292fe725239cf,32840aed6e8c04f65072c5242dc9ed96e71a8223ebbe3494c739ec0e7b0e97bd
seed_976301_C0_NATIVE_task_034,976301,C0_NATIVE,34,dialog_trajectories/seed_976301/C0_NATIVE/task_034.json,mechanism_traces/seed_976301/C0_NATIVE/task_034.json,0,0,0.0056862499999999995,0.013725999999999999,34.79315216600662,a4dc979f1518b3fe39e37cf7141d4ece89b11ddae7589b874a2474519b90e005,3a6eb53436f10cfe932b7d60ba5b06466ef9e55a57e79a90fe1f669ddbd8ce0f
seed_976301_C0_NATIVE_task_035,976301,C0_NATIVE,35,dialog_trajectories/seed_976301/C0_NATIVE/task_035.json,mechanism_traces/seed_976301/C0_NATIVE/task_035.json,1,1,0.00810482,0.014488000000000001,41.79298412500066,b50d4db0bd020b6f494259c778983493d745028860fff2f153ccbc840f96e405,0f5f44ee7e5c1d3d2c774e12ffe8f7a0209c52df8265a3370c42784c871ff917
seed_976301_C0_NATIVE_task_036,976301,C0_NATIVE,36,dialog_trajectories/seed_976301/C0_NATIVE/task_036.json,mechanism_traces/seed_976301/C0_NATIVE/task_036.json,1,1,0.010593489999999999,0.021917999999999997,67.19315508300497,d50e3fb39a210b73801ae22b6d2ad0a26710831591bca2791479f8d5dd854f76,da2b946e3a5c3965815845c27a34a2caa792ff4892c49150df34d31355cbe0fd
seed_976301_C0_NATIVE_task_038,976301,C0_NATIVE,38,dialog_trajectories/seed_976301/C0_NATIVE/task_038.json,mechanism_traces/seed_976301/C0_NATIVE/task_038.json,0,0,0.0074621900000000005,0.014891999999999999,60.58105862500088,fd4e906a37478df7aa16436f0bab8284994d57b0c6dff6a5c7148836b507879f,8f0b45ea53ea48fbbc8c7fb3ab5f24233b11661bbcdc0b78646dbb51396332ea
seed_976301_C0_NATIVE_task_039,976301,C0_NATIVE,39,dialog_trajectories/seed_976301/C0_NATIVE/task_039.json,mechanism_traces/seed_976301/C0_NATIVE/task_039.json,0,0,0.0062917500000000005,0.020306,38.87575974999345,8c9ec66d2a7d44210a5394e81b620e3e0377661b06db8382624a405efbb3ca82,076f3b82511cc480ace9ff64879e33454f4faeb87edee839bc66bf15ea13e26d
seed_976301_C0_NATIVE_task_040,976301,C0_NATIVE,40,dialog_trajectories/seed_976301/C0_NATIVE/task_040.json,mechanism_traces/seed_976301/C0_NATIVE/task_040.json,1,1,0.00290706,0.008483999999999998,18.47365929200896,05c1938afbc0e5f95a8f717ea1f89db0ad324d1a74901c01956b162a38614434,8221d56f147ffad3f966683e222bded68f3c91cb15a3496d7dae22d530a4cfb4
seed_976301_C0_NATIVE_task_042,976301,C0_NATIVE,42,dialog_trajectories/seed_976301/C0_NATIVE/task_042.json,mechanism_traces/seed_976301/C0_NATIVE/task_042.json,0,0,0.007982280000000001,0.014258,48.82352499999979,6be7f96b1f1612b539ffc98395639a7e45802923cf1d4d51161af4f4556c81b5,05c51e0cbec1dcd12686b4fc8187af864ca6471a9371105a4a8f9cd4a9288f7c
seed_976301_C0_NATIVE_task_043,976301,C0_NATIVE,43,dialog_trajectories/seed_976301/C0_NATIVE/task_043.json,mechanism_traces/seed_976301/C0_NATIVE/task_043.json,0,0,0.00623375,0.020761999999999996,37.84886312500748,5fc9c9b28654bcdf8503f2e67c2589f08c81eddaa79725aa988c1350ab313996,6b7582528aae741cbae60cd2cb24ee402080efafe5c7939b9e9af5651d51d417
seed_976301_C0_NATIVE_task_045,976301,C0_NATIVE,45,dialog_trajectories/seed_976301/C0_NATIVE/task_045.json,mechanism_traces/seed_976301/C0_NATIVE/task_045.json,0,0,0.00602628,0.00886,44.33345679199556,acd4ab172e968b91e28018c850c42751c609601c09d325825318213eff2b3a7c,26eff20c7af06f6d5795bc85891322b72ffc5fece65ca733c2f8864db74b9829
seed_976301_C0_NATIVE_task_049,976301,C0_NATIVE,49,dialog_trajectories/seed_976301/C0_NATIVE/task_049.json,mechanism_traces/seed_976301/C0_NATIVE/task_049.json,0,0,0.0056928000000000005,0.0092,36.61723829100083,caccdd8a30e2985e05c0d415be55f6cba9429bf5f79fa3388890789b2db51f5c,1ef5c626d75535bcdec6238967528dba990f8d65820bf5c92b44ca76e2debb21
seed_976301_C0_NATIVE_task_050,976301,C0_NATIVE,50,dialog_trajectories/seed_976301/C0_NATIVE/task_050.json,mechanism_traces/seed_976301/C0_NATIVE/task_050.json,1,1,0.00227196,0.006036,12.768874458997743,add9d8ee1f8f7d35d35113a637dc46e6839f9d247fca8092909bde1366cac464,2ad21578ff0a6f2f77debae65d59e6e5505abfef27c523eb2cbde25a9d6e2a10
seed_976301_C0_NATIVE_task_051,976301,C0_NATIVE,51,dialog_trajectories/seed_976301/C0_NATIVE/task_051.json,mechanism_traces/seed_976301/C0_NATIVE/task_051.json,1,1,0.0044691999999999996,0.01137,33.400656249999884,41f242a4ff77145916e2db574187fc647177fe3dffabd4bd0544969f5af4bc0d,a56c3b182311304d75395cb66870511961d60fb37c7a3604f4b6b629f3459dc3
seed_976301_C0_NATIVE_task_053,976301,C0_NATIVE,53,dialog_trajectories/seed_976301/C0_NATIVE/task_053.json,mechanism_traces/seed_976301/C0_NATIVE/task_053.json,1,1,0.00653204,0.015411999999999999,33.535305582990986,3b90297b6d7406e8acd747c63ed3f25a8bff5cb815af106455ef76d85b1040eb,a47f8f1a0904a5b2d58e768963d0f6310ecb5a5cbf086e0fe901b32a43594601
seed_976301_C0_NATIVE_task_054,976301,C0_NATIVE,54,dialog_trajectories/seed_976301/C0_NATIVE/task_054.json,mechanism_traces/seed_976301/C0_NATIVE/task_054.json,1,1,0.01004877,0.012983999999999999,51.42022854197421,4d7a5ea13ea5e8156c8789a9b914852c5c7e3ca2031204b91d82552c6196a3e9,bc06031d2ad1f361dc844be27bb2509863d852d9bd1d2d7d5079effbf4e9d79a
seed_976301_C0_NATIVE_task_055,976301,C0_NATIVE,55,dialog_trajectories/seed_976301/C0_NATIVE/task_055.json,mechanism_traces/seed_976301/C0_NATIVE/task_055.json,1,1,0.00751491,0.015952,40.28733654199459,8d571af2db32f3c51da08fc7bf8381aec8b4da129284d40151ca62dd2e55a25f,07ad8b0e92ee5aed5f172c2c821a63a3f66e2ec7ea809b67efafc011c330ec03
seed_976301_C0_NATIVE_task_056,976301,C0_NATIVE,56,dialog_trajectories/seed_976301/C0_NATIVE/task_056.json,mechanism_traces/seed_976301/C0_NATIVE/task_056.json,1,1,0.00629517,0.012870000000000001,37.013236208003946,3f99ad20f42d2392b553998de9d5f26732fbb98ec3a4eeacb230433545ac280b,8d80b0d771e8544b58397cf1f2c68e7340181943fd78b53041f9e9bb4712750d
seed_976301_C0_NATIVE_task_059,976301,C0_NATIVE,59,dialog_trajectories/seed_976301/C0_NATIVE/task_059.json,mechanism_traces/seed_976301/C0_NATIVE/task_059.json,0,0,0.0043771800000000005,0.01187,25.678457792004338,20e09f1f3a7c6cbc20601a2e7f6bb2a45020d92102f2c827862e5477f404a61f,27399dbcdfc588ce8d7bc4bcf39855d5f483d04c34325052a703b8f7b4be757d
seed_976301_C0_NATIVE_task_060,976301,C0_NATIVE,60,dialog_trajectories/seed_976301/C0_NATIVE/task_060.json,mechanism_traces/seed_976301/C0_NATIVE/task_060.json,1,1,0.004086480000000001,0.00917,21.58411187499587,c37218a34b140a02c9149bdb79e46e32fa95cbfd06eb91e680a6ec6f9ebde23a,8058e1afdfe0202f3ba02ce0392e08da992dab3ea4021e130cd1a41c863af0f1
seed_976301_C0_NATIVE_task_061,976301,C0_NATIVE,61,dialog_trajectories/seed_976301/C0_NATIVE/task_061.json,mechanism_traces/seed_976301/C0_NATIVE/task_061.json,1,1,0.00502718,0.008506,162.13870445798966,ea10ef405307a0288e3d52f1a99f1b559300054603903a080f5e51ac39cd626c,c1cd0e01ec98b4a5faace338ad9bc2a4ffa93baf1dae55390cdc9856642190e3
seed_976301_C0_NATIVE_task_062,976301,C0_NATIVE,62,dialog_trajectories/seed_976301/C0_NATIVE/task_062.json,mechanism_traces/seed_976301/C0_NATIVE/task_062.json,1,1,0.006628330000000001,0.013151999999999999,39.08735304100264,01fcf63ce81d607bd9999c8ae52f200836f7f44e11ab94af209b738da8b77a58,8e2fb05aaba4661d60f32d968af257b57013e33307956f441df1a1cb812598ca
seed_976301_C0_NATIVE_task_064,976301,C0_NATIVE,64,dialog_trajectories/seed_976301/C0_NATIVE/task_064.json,mechanism_traces/seed_976301/C0_NATIVE/task_064.json,1,0,0.00718458,0.016292,49.032327417007764,8ae35a2a72c4e02bc587ccbc78df2431e98996c990c71df200beeeb9dd55a3ea,ba3e0610095afe6dba04cfda4bfa145214b8cf9203cae13bca6c7179450a9470
seed_976301_C0_NATIVE_task_065,976301,C0_NATIVE,65,dialog_trajectories/seed_976301/C0_NATIVE/task_065.json,mechanism_traces/seed_976301/C0_NATIVE/task_065.json,1,1,0.00333133,0.00886,19.80751583300298,ae9cad090bf2ede30cb91f512f6c2674735db2a6e214e651d4df497baea305fd,6f4c8de618a73d238c5a62c739b057602c670eeb6666e56415086beb6a65385d
seed_976301_C0_NATIVE_task_068,976301,C0_NATIVE,68,dialog_trajectories/seed_976301/C0_NATIVE/task_068.json,mechanism_traces/seed_976301/C0_NATIVE/task_068.json,1,1,0.00193792,0.0053100000000000005,11.232126542003243,dd04f598f0425c6af344aa011e3a9bdf0b865a063fb2bc882aba8943b710b131,14c1f2ddadbd10538eaa83cfe6441db1a9582e594e2185a44beaa19fa8dcf8ce
seed_976301_C0_NATIVE_task_070,976301,C0_NATIVE,70,dialog_trajectories/seed_976301/C0_NATIVE/task_070.json,mechanism_traces/seed_976301/C0_NATIVE/task_070.json,0,0,0.00293713,0.006972,20.465565875012544,442641db981c1c8c06a9e6ff2ebecb75fd7a70cbc7ebf472cb8fdead3833177e,6a4104ec5daedb416a4dfe0feb442cd2850e2937eb1f125ca098a589c082a756
seed_976301_C0_NATIVE_task_071,976301,C0_NATIVE,71,dialog_trajectories/seed_976301/C0_NATIVE/task_071.json,mechanism_traces/seed_976301/C0_NATIVE/task_071.json,0,0,0.0085056,0.019595999999999995,44.54444854200119,47b53b0f3c0746d20bcc20d950156795ceeeb27f8f009806e23588985b5fd085,64a79f59379a12260cccdd6b262df89b95dd560b5e5938356b0f26fdcdbd2095
seed_976301_C0_NATIVE_task_073,976301,C0_NATIVE,73,dialog_trajectories/seed_976301/C0_NATIVE/task_073.json,mechanism_traces/seed_976301/C0_NATIVE/task_073.json,1,1,0.00303358,0.006445999999999999,24.28519208400394,eff1c6e086efe2700d147d77f5d83437856580039485e1c44518cf081273a49b,11d4d4ba4560076ebabdde96633cbd4e00ffdfa67f3416fa9e59f152880c7fd0
seed_976301_C0_NATIVE_task_074,976301,C0_NATIVE,74,dialog_trajectories/seed_976301/C0_NATIVE/task_074.json,mechanism_traces/seed_976301/C0_NATIVE/task_074.json,1,1,0.008284399999999999,0.01364,40.93707508299849,fd80f74670d52938d4ff0318a0585e9233d492f285eb304b8af6b3e8fe16c734,56cd508b7b1fc438ce1238cb38b985ed8300d4222615527773ac18dd2b0e97eb
seed_976301_C0_NATIVE_task_075,976301,C0_NATIVE,75,dialog_trajectories/seed_976301/C0_NATIVE/task_075.json,mechanism_traces/seed_976301/C0_NATIVE/task_075.json,1,1,0.0041940200000000006,0.008568,21.368364665977424,065fcd3a8b5d662ac7ca5afa0b0eca4c8b21fe101afc1656d0d46a7588752408,8ab7a0604940ddef73b21fbcfe4b9a342117586bec5a06db570210e26f699e56
seed_976301_C0_NATIVE_task_077,976301,C0_NATIVE,77,dialog_trajectories/seed_976301/C0_NATIVE/task_077.json,mechanism_traces/seed_976301/C0_NATIVE/task_077.json,1,1,0.0034690400000000005,0.006446,22.678584374996717,10b101339d116d99228b3638c39d017b774824f616a45d6b6527bb0f52d31154,8cadc0bac42e7ec8884a324207bdb0e153bb071715b0d09c85e98c709f505a36
seed_976301_C0_NATIVE_task_079,976301,C0_NATIVE,79,dialog_trajectories/seed_976301/C0_NATIVE/task_079.json,mechanism_traces/seed_976301/C0_NATIVE/task_079.json,0,0,0.008601619999999999,0.012232,45.07347554199805,1673b09a047e4d799d3243dba6203cbb8216f869fda4d3254559061b09f4ec5c,162eea0e0ce488171416dc4ec38412f3e1ffba1e8a47d254bde40770264befc2
seed_976301_C0_NATIVE_task_080,976301,C0_NATIVE,80,dialog_trajectories/seed_976301/C0_NATIVE/task_080.json,mechanism_traces/seed_976301/C0_NATIVE/task_080.json,1,1,0.0075569,0.016621999999999998,41.65906425000867,64128374716e497bf1aafee85f7b1743f19d8a2b4edc982150a0f65662cbb58a,408be98e7d8cdeb8eceff9972f4e9626e6924bfe03899fb9916545b8d3903fcb
seed_976301_C0_NATIVE_task_086,976301,C0_NATIVE,86,dialog_trajectories/seed_976301/C0_NATIVE/task_086.json,mechanism_traces/seed_976301/C0_NATIVE/task_086.json,1,1,0.01060005,0.012192,57.6639387079922,b7fa50af0cbfd20bfa1f336d614eb09289263ff48f220cbadb2a8f08d03438ea,33a00ebdfc64fac08c4025430ed6bf9164585d280c1643288af68160de652456
seed_976301_C0_NATIVE_task_087,976301,C0_NATIVE,87,dialog_trajectories/seed_976301/C0_NATIVE/task_087.json,mechanism_traces/seed_976301/C0_NATIVE/task_087.json,0,0,0.00687721,0.011359999999999999,41.00564200000372,1b86e2cba7cd65bc0f4237b74cbd61ec1b98bbe697749fd5b52a9df50c5f4358,88b9d1e133d0cab25d901024f57df6b2b68529747458d6f924abba863aaf0905
