task_id,seed,condition,opportunity_id,sequence,tool_name,candidate_arguments,visible_evidence,ist_entscheidung,reason_code,required_response,final_disposition,decision_has_visible_evidence_auto,decision_candidate_matches_input_auto,decision_trace_consistent_auto
9,976306,C2_PREWRITE_CONTROL,BOP-0001,0,exchange_delivered_order_items,"{""item_ids"": [""8384507844""], ""new_item_ids"": [""7624783998""], ""order_id"": ""#W6390527"", ""payment_method_id"": ""paypal_7644869""}","{""authenticated_user_id"": ""mei_kovacs_8020"", ""authentication_source_event_ids"": [""tool:call_vMjY2CXqGpCIOFOYsTraujHs:find_user_id_by_name_zip""], ""order"": {""item_ids"": [""8384507844"", ""1615379700"", ""8538875209""], ""order_id"": ""#W6390527"", ""source_event_ids"": [""tool:call_wRNebGAQALt3Ev4hmUvjvbyB:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mei_kovacs_8020""}, ""products"": [{""observed"": true, ""product_id"": ""6817146515"", ""source_event_ids"": [""tool:call_3W7uZP6OQ6Wik3K9081agDQJ:get_product_details""]}, {""observed"": false, ""product_id"": ""7363354090"", ""source_event_ids"": []}, {""observed"": true, ""product_id"": ""8310926033"", ""source_event_ids"": [""tool:call_i6ZR5im5pauszztOQ0kdbqGD:get_product_details""]}], ""user_profile"": {""payment_method_ids"": [""paypal_7644869""], ""source_event_ids"": [""tool:call_9lVbLSIUnD2p9Qw4vBaPZN2H:get_user_details""], ""user_id"": ""mei_kovacs_8020""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
9,976306,C3_COMBINED_INTERVENTION,BOP-0001,8,exchange_delivered_order_items,"{""item_ids"": [""8384507844""], ""new_item_ids"": [""7624783998""], ""order_id"": ""#W6390527"", ""payment_method_id"": ""paypal_7644869""}","{""authenticated_user_id"": ""mei_kovacs_8020"", ""authentication_source_event_ids"": [""tool:call_fvwjv7lrtrerJkPAN5I59ERq:find_user_id_by_name_zip""], ""order"": {""item_ids"": [""8384507844"", ""1615379700"", ""8538875209""], ""order_id"": ""#W6390527"", ""source_event_ids"": [""tool:call_4RzKUhZdVkQAVuD8TQXdr7wL:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mei_kovacs_8020""}, ""products"": [{""observed"": true, ""product_id"": ""6817146515"", ""source_event_ids"": [""tool:call_VomhGG5YUulSqGiZzBtVn7Vo:get_product_details""]}, {""observed"": false, ""product_id"": ""7363354090"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""paypal_7644869""], ""source_event_ids"": [""tool:call_ufmzj02iBCA83hOFzUXqE7Qj:get_user_details""], ""user_id"": ""mei_kovacs_8020""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
10,976302,C3_COMBINED_INTERVENTION,BOP-0001,13,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_pIaa2NhJo1Tn2UZhlHf7dgNO:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_lG0ryqy2CvFE2QRDseFLs3in:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_uPjqs4YWMfGePj9E9ewjY1A5:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",INVALID,B_INVALID_REFUND_METHOD,Use the original payment method or an owned gift card as allowed by policy.,held_for_replan,True,True,True
10,976305,C2_PREWRITE_CONTROL,BOP-0001,0,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_pTAkLzZmDLdT81gaVQPCdhUM:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_tESYJfve5sFWwwr0haCKvhy6:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_UynXlYQWnMSQj7suav3ofdsf:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",INVALID,B_INVALID_REFUND_METHOD,Use the original payment method or an owned gift card as allowed by policy.,held_for_replan,True,True,True
10,976305,C3_COMBINED_INTERVENTION,BOP-0001,8,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_gv9pPiqSc07ClRTpfyaYO2fN:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_oEkO1VKhFmAxHsWczDGvZNZs:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_cSi5GpioFc9WLfZ2KSOMtrU2:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",INVALID,B_INVALID_REFUND_METHOD,Use the original payment method or an owned gift card as allowed by policy.,held_for_replan,True,True,True
11,976301,C2_PREWRITE_CONTROL,BOP-0001,0,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_QTlOr3RpguVNkXSVIPF0CN54:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_E6MUKCTq9hY6cicsEgR23k7a:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_eySLLSgF8WEsLXwAPLSwQh5X:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976301,C2_PREWRITE_CONTROL,BOP-0002,3,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_QTlOr3RpguVNkXSVIPF0CN54:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_tcf36mFgqD7YfkMarYYOOtwL:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_eySLLSgF8WEsLXwAPLSwQh5X:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976301,C3_COMBINED_INTERVENTION,BOP-0001,10,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_kgdZsp1xyHJIvaR0Rjyl2GYo:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_b7hY76DJ4suuW0apKSsqhHGi:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_mDEUl5zfx6wXVYNOOyDWQuWQ:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",INVALID,B_INVALID_REFUND_METHOD,Use the original payment method or an owned gift card as allowed by policy.,held_for_replan,True,True,True
11,976302,C3_COMBINED_INTERVENTION,BOP-0001,10,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_a7rJYXOPouw95hXVoPbRpTP9:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_tgyOrcIwBYEFmgme1zUi00yJ:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_rqygXg9nQTrUfOpp2ywpIZ7C:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976302,C3_COMBINED_INTERVENTION,BOP-0002,17,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_a7rJYXOPouw95hXVoPbRpTP9:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_zvnVGtuImMFWNtue0FHIGfKW:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_rqygXg9nQTrUfOpp2ywpIZ7C:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976303,C2_PREWRITE_CONTROL,BOP-0001,0,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_FyQs5cuEnjNvKmVaKrNAGexs:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_jFWlZbCOs8KPVjpJpR9QNnVT:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_1uHl6cXms9MFVpWi9frEw8us:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976303,C2_PREWRITE_CONTROL,BOP-0002,3,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_FyQs5cuEnjNvKmVaKrNAGexs:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_PKPlrybJoQYLik4F15drrfIS:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_1uHl6cXms9MFVpWi9frEw8us:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976303,C3_COMBINED_INTERVENTION,BOP-0001,13,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_rn34vbF3f2bOm45saPPTxSuV:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_XMMMj4BydjdQC7KDjF9VTd2w:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_dSpCF18VZezYbuMVnIPzFFBU:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976303,C3_COMBINED_INTERVENTION,BOP-0002,20,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_rn34vbF3f2bOm45saPPTxSuV:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_kpMv94nsATrQyV98DBSHVbq9:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_dSpCF18VZezYbuMVnIPzFFBU:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976304,C2_PREWRITE_CONTROL,BOP-0001,0,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_2nlqPlA1pG1De1FNZGpRmdqX:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_Uz8qjNlHBZTV7xfIofF754UU:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_O9B86liAivcNw4E4bEBfZvy3:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976304,C2_PREWRITE_CONTROL,BOP-0002,3,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_2nlqPlA1pG1De1FNZGpRmdqX:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_UuKsaG9gVomnHYCI61hHbW51:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_O9B86liAivcNw4E4bEBfZvy3:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976304,C3_COMBINED_INTERVENTION,BOP-0001,16,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_Or2wkm5RYrvD4eGzIlowfUWO:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_UWK42rJXEMFeoX3NFcTwxtWt:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_NqEdSKnUvyEuwSaVaGD87LRF:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",INVALID,B_INVALID_REFUND_METHOD,Use the original payment method or an owned gift card as allowed by policy.,held_for_replan,True,True,True
11,976305,C2_PREWRITE_CONTROL,BOP-0001,0,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_aQK6utuOVqNVOg9lgmhsPJRj:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_33W5Tq1DAsYbxLAw9Z389ppy:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_N9huLLKHIFZSWCJ4rFa0jewy:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976305,C2_PREWRITE_CONTROL,BOP-0002,3,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_aQK6utuOVqNVOg9lgmhsPJRj:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_0A0guINFvrzCZLV52JJhl8OZ:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_N9huLLKHIFZSWCJ4rFa0jewy:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976305,C3_COMBINED_INTERVENTION,BOP-0001,17,return_delivered_order_items,"{""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_TpCkHmYucDmEsHyOrxF9NzKD:find_user_id_by_email""], ""order"": {""item_ids"": [""4579334072"", ""1421289881"", ""6117189161"", ""4947717507""], ""order_id"": ""#W5490111"", ""source_event_ids"": [""tool:call_ZY3or6LnE5zsKDkRpW9PAgdT:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""1656367028"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""2524789262"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""3377618313"", ""source_event_ids"": []}, {""observed"": false, ""product_id"": ""8310926033"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_yPilmEOJa8tyFb7Krjd9WEEE:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
11,976305,C3_COMBINED_INTERVENTION,BOP-0002,24,return_delivered_order_items,"{""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}","{""authenticated_user_id"": ""mia_garcia_4516"", ""authentication_source_event_ids"": [""tool:call_TpCkHmYucDmEsHyOrxF9NzKD:find_user_id_by_email""], ""order"": {""item_ids"": [""5796612084""], ""order_id"": ""#W7387996"", ""source_event_ids"": [""tool:call_UpROhyDBfTXDAzRfpCAnN22d:get_order_details""], ""status"": ""delivered"", ""user_id"": ""mia_garcia_4516""}, ""products"": [{""observed"": false, ""product_id"": ""5713490933"", ""source_event_ids"": []}], ""user_profile"": {""payment_method_ids"": [""credit_card_3124723"", ""paypal_9497703""], ""source_event_ids"": [""tool:call_yPilmEOJa8tyFb7Krjd9WEEE:get_user_details""], ""user_id"": ""mia_garcia_4516""}}",VALID_UNCHANGED,B_FEASIBILITY_VALID_CONFIRMATION_NATIVE_SCOPE,Reconsider the candidate using only visible evidence and Retail policy.,executed_unchanged,True,True,True
